time,theta,theta_dot
0.0,0.7853981633974483,0.0
0.010005002501250625,0.7850442770648554,-0.07073770476746913
0.02001000500250125,0.7839828980777503,-0.14142530958981508
0.030015007503751877,0.7822149450459744,-0.2120127497539906
0.0400200100050025,0.7797415798900764,-0.28244998915481095
0.05002501250625312,0.7765644498285095,-0.3526865881151737
0.060030015007503754,0.7726857437808013,-0.42267166119479155
0.07003501750875438,0.768108192367555,-0.4923538771901918
0.080040020010005,0.7628350679104482,-0.561681459134717
0.09004502251125562,0.7568701844322335,-0.6306021842985245
0.10005002501250625,0.7502178976567385,-0.6990633841885867
0.11005502751375687,0.7428831050088658,-0.767011944548691
0.12006003001500751,0.7348712456145924,-0.8343943053594397
0.13006503251625812,0.7261883003009708,-0.9011564608382502
0.14007003501750875,0.7168407915961279,-0.9672439594393544
0.15007503751875936,0.706835783729266,-1.0326019038537997
0.16008004002001,0.6961810613894205,-1.0971791092400252
0.17008504252126064,0.6848861875324168,-1.160950781592354
0.18009004502251125,0.6729598267952668,-1.2238546644437047
0.19009504752376188,0.6604108650070573,-1.285820309169975
0.2001000500250125,0.6472488020414948,-1.3467785494151399
0.21010505252626313,0.6334837518169045,-1.4066615010912535
0.22011005502751374,0.6191264422962309,-1.4654025623784466
0.23011505752876438,0.6041882154870377,-1.522936413724929
0.24012006003001501,0.5886810274415075,-1.5791990178469877
0.25012506253126565,0.5726174482564419,-1.6341276197289878
0.26013006503251623,0.5560106620732621,-1.6876607466233722
0.27013506753376687,0.5388744670780077,-1.739738208050662
0.2801400700350175,0.521223275501338,-1.7903010957994572
0.29014507253626814,0.5030721136185309,-1.8392917839264329
0.3001500750375187,0.48443662174948404,-1.8866539287563449
0.31015507753876936,0.4653330542587135,-1.9323324688820263
0.32016008004002,0.44577827955535476,-1.9762736251643869
0.33016508254127064,0.4257897800931625,-2.018424900732416
0.3401700850425213,0.4053856523705103,-2.0587350809831797
0.35017508754377186,0.38458460693039087,-2.0971542335818225
0.3601800900450225,0.3634059683604162,-2.1336337084615673
0.37018509254627313,0.34186967529281714,-2.168126137823714
0.38019009504752377,0.3199962804044437,-2.200585436137641
0.39019509754877435,0.29780695041676525,-2.2309668001408047
0.400200100050025,0.2753234660958698,-2.2592267088387383
0.4102051025512756,0.2525682222524648,-2.2853229235050554
0.42021010505252626,0.22956422774187657,-2.3092144876814444
0.4302151075537769,0.20633510546405093,-2.3308617271776746
0.4402201100550275,0.18290509236355235,-2.350226250071591
0.4502251125562781,0.15929903942956458,-2.3672709467091186
0.46023011505752875,0.13553655205457554,-2.38198520074734
0.4702351175587794,0.11163411045218335,-2.3943784514133677
0.48024012006003003,0.08761750044629306,-2.404425113390748
0.4902451225612806,0.06351237090578465,-2.4121029323821928
0.5002501250625313,0.03934410167336673,-2.417393538631674
0.5102551275637819,0.015137803565578062,-2.420282446924425
0.5202601300650325,-0.009081681627214316,-2.420759056586939
0.5302651325662832,-0.03328978114081407,-2.4188166514869716
0.5402701350675337,-0.05746219123719501,-2.4144524000335394
0.5502751375687843,-0.08157487720450254,-2.4076673551769194
0.560280140070035,-0.10560407335705291,-2.398466454408649
0.5702851425712856,-0.1295262830353323,-2.386858519761528
0.5802901450725363,-0.15331827860599895,-2.3728562578096164
0.5902951475737869,-0.1769571014618807,-2.3564762596682356
0.6003001500750375,-0.2004200620219771,-2.3377390009939676
0.6103051525762881,-0.22368473973145853,-2.3166688419846553
0.6203101550775387,-0.24672898306166552,-2.293294027379403
0.6303151575787894,-0.26953090951011016,-2.2676466864585763
0.64032016008004,-0.2920689056004747,-2.239762833043801
0.6503251625812906,-0.3143216268826127,-2.2096823654979647
0.6603301650825413,-0.3362679979325488,-2.177449066725215
0.6703351675837919,-0.35788721235247745,-2.1431106041709618
0.6803401700850426,-0.37915873277076517,-2.1067185298218747
0.6903451725862931,-0.4000622908419482,-2.0683282802058858
0.7003501750875437,-0.4205778872467344,-2.0279991763921865
0.7103551775887944,-0.44068579169200217,-1.9857944239912304
0.720360180090045,-0.4603665429108006,-1.9417811131547322
0.7303651825912957,-0.47960094866235015,-1.8960302185756661
0.7403701850925463,-0.4983700857320409,-1.84861659948827
0.7503751875937968,-0.5166552999314356,-1.79961899966804
0.7603801900950475,-0.5344382060982661,-1.749120047431734
0.7703851925962981,-0.551700688096436,-1.697206255637373
0.7803901950975487,-0.5684248988160194,-1.6439680216842363
0.7903951975987994,-0.5846038618592362,-1.589435606608854
0.80040020010005,-0.6002360867989607,-1.533594315413736
0.8104052026013007,-0.61530759999492,-1.4764984459953954
0.8204102051025512,-0.6298049961998192,-1.4182026908458245
0.8304152076038018,-0.6437155065949858,-1.3587617520090485
0.8404202101050525,-0.6570269987903693,-1.2982303410811258
0.8504252126063031,-0.6697279768245411,-1.2366631792101515
0.8604302151075538,-0.6818075811646948,-1.1741149970962517
0.8704352176088044,-0.6932555887066456,-1.1106405349915889
0.880440220110055,-0.7040624127748314,-1.0462945427003587
0.8904452226113057,-0.714219103122312,-0.9811317795787895
0.9004502251125562,-0.7237173459307686,-0.9152070145351465
0.9104552276138069,-0.7325494638105052,-0.8485750260297262
0.9204602301150575,-0.7407084158004474,-0.7812906020748612
0.9304652326163081,-0.7481877973681432,-0.7134085402349168
0.9404702351175588,-0.7549818404097622,-0.6449836476262918
0.9504752376188094,-0.7610854132500964,-0.5760707409174222
0.9604802401200601,-0.7664940206425597,-0.5067246463287731
0.9704852426213106,-0.7712038037691878,-0.437000199632849
0.9804902451225612,-0.7752115402406389,-0.3669522461541843
0.9904952476238119,-0.778514644096193,-0.29663564076934823
1.0005002501250626,-0.7811111658037521,-0.22610524790694586
1.0105052526263132,-0.7829997922598402,-0.1554159415476153
1.0205102551275638,-0.7841798467896037,-0.0846226052240282
1.0305152576288144,-0.7846512891468105,-0.013780132020890568
